committee_name,person_name,end_date,source_url,organization_id,role,start_date
Arts and Culture,Thandile Babalwa Sunduza,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/961,za.org.pa.www/core_organisation/164,Chairperson,
AdHoc Committee on 1913 Land Act,Thandile Babalwa Sunduza,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/961,za.org.pa.www/core_organisation/153,Member,
Portfolio Committee On Arts and Culture,Thandile Babalwa Sunduza,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/961,za.org.pa.www/core_organisation/110,Member,
Public Accounts,Thapelo Dorothy Chiloane,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/580,za.org.pa.www/core_organisation/225,Member,
Defence and Military Veterans,Theo Willem Coetzee,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/582,za.org.pa.www/core_organisation/174,Member,
Defence,Theo Willem Coetzee,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/582,za.org.pa.www/core_organisation/173,Member,
Joint Standing on Intelligence,Theo Willem Coetzee,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/582,za.org.pa.www/core_organisation/192,Member,
Portfolio Committee On Defence and Military Veterans,Theo Willem Coetzee,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/582,za.org.pa.www/core_organisation/115,Member,
Finance Standing Committee,Timothy Duncan Harris,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/654,za.org.pa.www/core_organisation/178,Member,
Arts and Culture,Tinyiko Lwandlamuni Phillia Nwamitwa-Shilubana,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/870,za.org.pa.www/core_organisation/164,Member,
Select Committee On Security And Constitutional Development,Tjheta Makwa Harry Mofokeng,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/1053,za.org.pa.www/core_organisation/105,Member,
NCOP Co-operative Governance and Traditional Affairs,Tjheta Makwa Harry Mofokeng,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/1053,za.org.pa.www/core_organisation/199,Alternate Member,
NCOP Education and Recreation,Tjheta Makwa Harry Mofokeng,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/1053,za.org.pa.www/core_organisation/201,Alternate Member,
NCOP Petitions and Private Members Legislative Proposals,Tjheta Makwa Harry Mofokeng,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/1053,za.org.pa.www/core_organisation/205,Alternate Member,
NCOP Security and Constitutional Development,Tjheta Makwa Harry Mofokeng,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/1053,za.org.pa.www/core_organisation/208,Chairperson,
NCOP Social Services,Tjheta Makwa Harry Mofokeng,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/1053,za.org.pa.www/core_organisation/209,Alternate Member,
Defence,Tjheta Makwa Harry Mofokeng,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/1053,za.org.pa.www/core_organisation/173,Alternate Member,
Ad Hoc Committee on Protection of State Information Bill (NCOP),Tjheta Makwa Harry Mofokeng,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/1053,za.org.pa.www/core_organisation/150,Alternate Member,
NCOP Education and Recreation,Tlhalefi Andries Mashamaite,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/1074,za.org.pa.www/core_organisation/201,Member,
"NCOP Women, Children and People with Disabilities",Tlhalefi Andries Mashamaite,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/1074,za.org.pa.www/core_organisation/211,Member,
Ethics and Members' Interest,Tlhalefi Andries Mashamaite,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/1074,za.org.pa.www/core_organisation/177,Member,
Community Safety and Liason Committee,Thomas Mxolisi Kaunda,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/1948,za.org.pa.www/core_organisation/734,Committee Member,
Coop Gov & Trad Affairs,Thomas Mxolisi Kaunda,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/1948,za.org.pa.www/core_organisation/743,Committee Member,
Transport Committee,Thomas Mxolisi Kaunda,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/1948,za.org.pa.www/core_organisation/737,Chair,
SCOPA Committee,Thomas Mxolisi Kaunda,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/1948,za.org.pa.www/core_organisation/736,Alternate Member,
Transport Committee,Thomas Mxolisi Kaunda,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/1948,za.org.pa.www/core_organisation/737,Committee Member,
Conservation and Environment Committee,Tom Stokes,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/1952,za.org.pa.www/core_organisation/735,Alternate Member,
Education Committee,Tom Stokes,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/1952,za.org.pa.www/core_organisation/750,Committee Member,
Finance Committee,Tom Stokes,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/1952,za.org.pa.www/core_organisation/740,Alternate Member,
Public Works Committee,Tom Stokes,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/1952,za.org.pa.www/core_organisation/752,Committee Member,
Quality of Life Committee,Tom Stokes,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/1952,za.org.pa.www/core_organisation/746,Alternate Member,
Sports and Recreation Committee,Tom Stokes,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/1952,za.org.pa.www/core_organisation/749,Committee Member,
Conduct Committee,Tozama Bevu,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/1603,za.org.pa.www/core_organisation/679,Committee Member,
Disabled and Youth Committee,Tozama Bevu,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/1603,za.org.pa.www/core_organisation/685,Committee Member,
Gender Committee,Tozama Bevu,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/1603,za.org.pa.www/core_organisation/680,Committee Member,
Standing Committee on Finance and Economic Development,Tozama Bevu,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/1603,za.org.pa.www/core_organisation/695,Committee Member,
Standing Committee on Premier,Tozama Bevu,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/1603,za.org.pa.www/core_organisation/683,Committee Member,
Budget Committee,Tozama Bevu,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/1603,za.org.pa.www/core_organisation/693,Alternate Member,
Ethics and Members' Interest,Tozamile Botha,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/568,za.org.pa.www/core_organisation/177,Alternate Member,
AdHoc Committee on 1913 Land Act,Tozamile Botha,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/568,za.org.pa.www/core_organisation/153,Alternate Member,
Rural Development and Land Reform,Tozamile Botha,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/568,za.org.pa.www/core_organisation/236,Alternate Member,
Education Committee,Thembeni Petty Mthethwa,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/1950,za.org.pa.www/core_organisation/750,Alternate Member,
Loc Gvt & Traditional Affairs,Thembeni Petty Mthethwa,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/1950,za.org.pa.www/core_organisation/741,Alternate Member,
Quality of Life Committee,Thembeni Petty Mthethwa,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/1950,za.org.pa.www/core_organisation/746,Committee Member,
Arts and Culture Committee,Thembeni Petty Mthethwa,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/1950,za.org.pa.www/core_organisation/742,Committee Member,
Sports and Recreation Committee,Thembeni Petty Mthethwa,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/1950,za.org.pa.www/core_organisation/749,Committee Member,
Cooperative Governance and Traditional Affairs,Trevor John Bonhomme,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/561,za.org.pa.www/core_organisation/171,Member,
Sport and Recreation,Trevor Donald Lee,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/693,za.org.pa.www/core_organisation/239,Member,
Constitutional Review Committee,Tshililo Michael Masutha,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/754,za.org.pa.www/core_organisation/170,Member,
Rules of the National Assembly,Tshililo Michael Masutha,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/754,za.org.pa.www/core_organisation/235,Member,
Committee On Auditor-General,Tshililo Michael Masutha,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/754,za.org.pa.www/core_organisation/86,Member,
Sport and Recreation,Tshiwela Elida Lishivha,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/698,za.org.pa.www/core_organisation/239,Member,
Portfolio Committee On Home Affairs,Tshoganetso Mpho Adolphina Gasebonwe,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/632,za.org.pa.www/core_organisation/129,Member,
Home Affairs,Tshoganetso Mpho Adolphina Gasebonwe,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/632,za.org.pa.www/core_organisation/182,Member,
Joint Standing on Intelligence,Vatiswa Bam-Mugwanya,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/550,za.org.pa.www/core_organisation/192,Member,
Joint Standing Committee on Intelligence,Vatiswa Bam-Mugwanya,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/550,za.org.pa.www/core_organisation/117,Member,
Tourism,Vatiswa Bam-Mugwanya,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/550,za.org.pa.www/core_organisation/243,Member,
Portfolio Committee On Tourism,Vatiswa Bam-Mugwanya,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/550,za.org.pa.www/core_organisation/93,Member,
Correctional Services,Velaphi Bethuel Ndlovu,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/842,za.org.pa.www/core_organisation/172,Alternate Member,
Labour,Velaphi Bethuel Ndlovu,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/842,za.org.pa.www/core_organisation/194,Alternate Member,
Police,Velaphi Bethuel Ndlovu,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/842,za.org.pa.www/core_organisation/216,Alternate Member,
Defence and Military Veterans,Velaphi Bethuel Ndlovu,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/842,za.org.pa.www/core_organisation/174,Alternate Member,
Portfolio Committee On Correctional Services,Velaphi Bethuel Ndlovu,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/842,za.org.pa.www/core_organisation/112,Member,
NCOP Security and Constitutional Development,Velly Makasana Manzini,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/1045,za.org.pa.www/core_organisation/208,Member,
NCOP Petitions and Private Members Legislative Proposals,Velly Makasana Manzini,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/1045,za.org.pa.www/core_organisation/205,Member,
NCOP Co-operative Governance and Traditional Affairs,Velly Makasana Manzini,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/1045,za.org.pa.www/core_organisation/199,Member,
Correctional Services,Vincent George Smith,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/944,za.org.pa.www/core_organisation/172,Chairperson,
Joint Committe on Delegated Legislation,Vincent George Smith,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/944,za.org.pa.www/core_organisation/187,Chairperson,
Portfolio Committee On Correctional Services,Vincent George Smith,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/944,za.org.pa.www/core_organisation/112,Member,
Arts and Culture Committee,V. Noel,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/1953,za.org.pa.www/core_organisation/742,Alternate Member,
Human Settlement Committee,V. Noel,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/1953,za.org.pa.www/core_organisation/748,Alternate Member,
Portfolio Committee On Correctional Services,Vuselelo Vincent Magagula,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/719,za.org.pa.www/core_organisation/112,Member,
Social Development,Vuselelo Vincent Magagula,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/719,za.org.pa.www/core_organisation/238,Alternate Member,
Joint Committee on HIV and AIDS,Vuselelo Vincent Magagula,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/719,za.org.pa.www/core_organisation/188,Alternate Member,
Correctional Services,Vuselelo Vincent Magagula,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/719,za.org.pa.www/core_organisation/172,Alternate Member,
Disabled and Youth Committee,Vuyiwe Hani,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/1610,za.org.pa.www/core_organisation/685,Committee Member,
Gender Committee,Vuyiwe Hani,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/1610,za.org.pa.www/core_organisation/680,Committee Member,
Standing Committee on Community Development,Vuyiwe Hani,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/1610,za.org.pa.www/core_organisation/688,Alternate Member,
Arts and Culture Committee,Vuyelwa Vivian Tambo,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/1954,za.org.pa.www/core_organisation/742,Committee Member,
Quality of Life Committee,Vuyelwa Vivian Tambo,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/1954,za.org.pa.www/core_organisation/746,Committee Member,
Social Development Committee,Vuyelwa Vivian Tambo,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/1954,za.org.pa.www/core_organisation/747,Committee Member,
Arts and Culture Committee,Vuyelwa Vivian Tambo,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/1954,za.org.pa.www/core_organisation/742,Chair,
Works Committee,Vuyelwa Vivian Tambo,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/1954,za.org.pa.www/core_organisation/751,Alternate Member,
Cooperative Governance and Traditional Affairs,Wendy Joy Nelson,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/845,za.org.pa.www/core_organisation/171,Member,
Ad Hoc Committee on Coordinated Oversight on Service Delivery,Wendy Joy Nelson,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/845,za.org.pa.www/core_organisation/143,Member,
Ad Hoc Committee on Code of Judicial Conduct and Regulations,Wendy Joy Nelson,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/845,za.org.pa.www/core_organisation/140,Member,
