family_name,given_name,name,pa_url,summary,telephone_number,email,popit_id,source_url
Kani,Xhanti,Xhanti Kani,http://www.pa.org.za/person/xhanti-kani/,,,,za.org.pa.www/core_person/6078,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/6078
Siko,Xholiswa Evodia,Xholiswa Evodia Siko,http://www.pa.org.za/person/xholiswa-evodia-siko/,,,,za.org.pa.www/core_person/8589,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/8589
Titi,Xhosa Nelson,Xhosa Nelson Titi,http://www.pa.org.za/person/xhosa-nelson-titi/,,,,za.org.pa.www/core_person/8409,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/8409
Hlathi,Xikosi Ernest,Xikosi Ernest Hlathi,http://www.pa.org.za/person/xikosi-ernest-hlathi/,,,,za.org.pa.www/core_person/4639,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/4639
Mabasa,Xitlhangoma,Xitlhangoma Mabasa,http://www.pa.org.za/person/xitlhangoma-mabasa/,"Xitlhangoma Mabasa's plenary attendance record for Feb-Apr [2013](/file_archive/xitlhangoma-mabasa-attendance-2013 ""xitlhangoma mabasa attendance"") and [2012](/file_archive/xitlhangoma-mabasa-attendance-2012 ""xitlhangoma mabasa attendance"").",,xmabaso@parliament.gov.za,za.org.pa.www/core_person/707,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/707
Mananga,Xola,Xola Mananga,http://www.pa.org.za/person/xola-mananga/,,,,za.org.pa.www/core_person/4139,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/4139
,,Xolani Goodman Mbali,http://www.pa.org.za/person/xolani-goodman-mbali/,,060 5063900,,za.org.pa.www/core_person/3755,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/3755
Dlamini,Xolani Lionel,Xolani Lionel Dlamini,http://www.pa.org.za/person/xolani-lionel-dlamini/,,,,za.org.pa.www/core_person/6012,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/6012
Makwedini,Xolani,Xolani Makwedini,http://www.pa.org.za/person/xolani-makwedini/,,,,za.org.pa.www/core_person/7994,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/7994
Malamlela,Xolani,Xolani Malamlela,http://www.pa.org.za/person/xolani-malamlela/,,,,za.org.pa.www/core_person/4224,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/4224
Mapundu,Xolani,Xolani Mapundu,http://www.pa.org.za/person/xolani-mapundu/,,,,za.org.pa.www/core_person/6879,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/6879
Ngwezi,Xolani,Xolani Ngwezi,http://www.pa.org.za/person/xolani-ngwezi/,,,,za.org.pa.www/core_person/7460,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/7460
Tshetu,Xolani Peterson,Xolani Peterson Tshetu,http://www.pa.org.za/person/xolani-peterson-tshetu/,,,,za.org.pa.www/core_person/7204,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/7204
Pakati,Xola Anderson,Xola Anderson Pakati,http://www.pa.org.za/person/xola-pakati/,,,ldywili@ecleg.gov.za,za.org.pa.www/core_person/1614,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/1614
,,Xolela Mali,http://www.pa.org.za/person/xolela-mali/,,073 241 8217,,za.org.pa.www/core_person/3785,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/3785
Mjonondwana,Xolela,Xolela Mjonondwana,http://www.pa.org.za/person/xolela-mjonondwana/,,,,za.org.pa.www/core_person/5897,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/5897
Mboxela,Xolelwa,Xolelwa Mboxela,http://www.pa.org.za/person/xolelwa-mboxela/,,,,za.org.pa.www/core_person/8354,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/8354
Gwangxu,Xolile,Xolile Gwangxu,http://www.pa.org.za/person/xolile-gwangxu/,,,,za.org.pa.www/core_person/6292,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/6292
Ncanywa,Xolile Hershfield,Xolile Hershfield Ncanywa,http://www.pa.org.za/person/xolile-hershfield-ncanywa/,,,,za.org.pa.www/core_person/5957,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/5957
Makasi,Xolile,Xolile Makasi,http://www.pa.org.za/person/xolile-makasi/,,,,za.org.pa.www/core_person/8186,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/8186
Ngcakaza,Xolile Matthew,Xolile Matthew Ngcakaza,http://www.pa.org.za/person/xolile-matthew-ngcakaza/,,,,za.org.pa.www/core_person/4993,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/4993
Ngxabani,Xolile,Xolile Ngxabani,http://www.pa.org.za/person/xolile-ngxabani/,,,,za.org.pa.www/core_person/8173,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/8173
Nkwateni,Xolile,Xolile Nkwateni,http://www.pa.org.za/person/xolile-nkwateni/,,,,za.org.pa.www/core_person/3909,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/3909
Nqatha,Xolile Edmund,Xolile Edmund Nqatha,http://www.pa.org.za/person/xolile-nqatha/,,,ljali@ecleg.gov.za,za.org.pa.www/core_person/1615,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/1615
Mgweba,Xolile Peter,Xolile Peter Mgweba,http://www.pa.org.za/person/xolile-peter-mgweba/,,,,za.org.pa.www/core_person/8185,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/8185
Tinise,Xolile Welcome,Xolile Welcome Tinise,http://www.pa.org.za/person/xolile-welcome-tinise/,,,,za.org.pa.www/core_person/9170,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/9170
Mda,Xolisa,Xolisa Mda,http://www.pa.org.za/person/xolisa-mda/,,,,za.org.pa.www/core_person/7050,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/7050
Mthiya,Xolisile Olga,Xolisile Olga Mthiya,http://www.pa.org.za/person/xolisile-olga-mthiya/,,,,za.org.pa.www/core_person/4752,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/4752
Ngwenya,Xolisiwe Chairmagne Lindiwe,Xolisiwe Chairmagne Lindiwe Ngwenya,http://www.pa.org.za/person/xolisiwe-chairmagne-lindiwe-ngwenya/,,,,za.org.pa.www/core_person/7423,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/7423
Msophi,Xoliswa Beauty,Xoliswa Beauty Msophi,http://www.pa.org.za/person/xoliswa-beauty-msophi/,,,,za.org.pa.www/core_person/5216,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/5216
Makasi,Xoliswa Caroline,Xoliswa Caroline Makasi,http://www.pa.org.za/person/xoliswa-caroline-makasi/,"Xoliswa Caroline Makasi's plenary attendance record for Feb-Apr [2013](/file_archive/Xoliswa-Caroline-Makasi-Attendance-2013 ""Xoliswa Caroline Makasi Attendance"") and [2012](/file_archive/Xoliswa-Caroline-Makasi-Attendance-2012 ""Xoliswa Caroline Makasi Attendance"").",,xmakasi@parliament.gov.za,za.org.pa.www/core_person/726,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/726
Sijora,Xoliswa Cynthia,Xoliswa Cynthia Sijora,http://www.pa.org.za/person/xoliswa-cynthia-sijora/,,,,za.org.pa.www/core_person/4090,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/4090
Simanga,Xoliswa Edith,Xoliswa Edith Simanga,http://www.pa.org.za/person/xoliswa-edith-simanga/,,,,za.org.pa.www/core_person/6067,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/6067
Bongela,Xoliswa Eunolia,Xoliswa Eunolia Bongela,http://www.pa.org.za/person/xoliswa-eunolia-bongela/,,,,za.org.pa.www/core_person/5962,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/5962
Mhlongo,Xoliswa Fikelephi,Xoliswa Fikelephi Mhlongo,http://www.pa.org.za/person/xoliswa-fikelephi-mhlongo/,,,,za.org.pa.www/core_person/7474,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/7474
Tom,Xoliswa Sandra,Xoliswa Sandra Tom,http://www.pa.org.za/person/xoliswa-tom/,,,nolufefe.mdingi@ecsrac.gov.za,za.org.pa.www/core_person/1616,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/1616
Kato,Yalihele Dora,Yalihele Dora Kato,http://www.pa.org.za/person/yalihele-dora-kato/,,,,za.org.pa.www/core_person/3946,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/3946
Bodlisa,Yandisa,Yandisa Bodlisa,http://www.pa.org.za/person/yandisa-bodlisa/,,,,za.org.pa.www/core_person/4801,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/4801
Gxumisa,Yandisa,Yandisa Gxumisa,http://www.pa.org.za/person/yandisa-gxumisa/,,,,za.org.pa.www/core_person/7839,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/7839
Ndokweni,Yandisa Kevin,Yandisa Kevin Ndokweni,http://www.pa.org.za/person/yandisa-kevin-ndokweni/,,,,za.org.pa.www/core_person/8007,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/8007
Msimango,Yandiswa,Yandiswa Msimango,http://www.pa.org.za/person/yandiswa-msimango/,,,,za.org.pa.www/core_person/8978,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/8978
Sun,Yao-Heng,Yao-Heng Sun,http://www.pa.org.za/person/yao-heng-sun/,,,,za.org.pa.www/core_person/6483,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/6483
Abdol,Yaseer,Yaseer Abdol,http://www.pa.org.za/person/yaseer-abdol/,,,,za.org.pa.www/core_person/8849,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/8849
Essop,Yasmin Goolam Mustufa,Yasmin Goolam Mustufa Essop,http://www.pa.org.za/person/yasmin-goolam-mustufa-essop/,,,,za.org.pa.www/core_person/5502,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/5502
Chetty,Yerushka,Yerushka Chetty,http://www.pa.org.za/person/yerushka-chetty/,,,,za.org.pa.www/core_person/6707,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/6707
Mathye,Yingwani Samuel,Yingwani Samuel Mathye,http://www.pa.org.za/person/yingwani-samuel-mathye/,,,,za.org.pa.www/core_person/3984,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/3984
Nahara,Yatima Makhosazana,Yatima Makhosazana Nahara,http://www.pa.org.za/person/ym-nahara/,,,,za.org.pa.www/core_person/1957,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/1957
Magqazana,Yolanda,Yolanda Magqazana,http://www.pa.org.za/person/yolanda-magqazana/,,,,za.org.pa.www/core_person/7194,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/7194
Botha,Yolanda Rachel,Yolanda Rachel Botha,http://www.pa.org.za/person/yolanda-rachel-botha/,"Ms Botha matriculated from Carlton van Heerden High in Upington in 1964. She then obtained a BA degree at the UWC in 1988, followed by a Higher Diploma in Education in 1989. Other achievements include a Certificate of Merit in macro-economic policy analysis, the completion of the “Towards effective legislative oversight” course by Applied Fiscal Research Centre from UCT in 2000, and attaining the Executive Management Certificate from the Graduate School of Business at UCT. 

Yolanda Rachel Botha's plenary attendance record for Feb-Apr [2013](/file_archive/yolanda-rachel-botha-attendance-2013 ""yolanda rachel botha attendance"") and [2012](/file_archive/yolanda-rachel-botha-attendance-2012 ""yolanda rachel botha attendance"").",(021) 403 2337/083 709 8493,ybotha@parliament.gov.za,za.org.pa.www/core_person/567,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/567
Nase-Bhebhe,Yola Yuchricia,Yola Yuchricia Nase-Bhebhe,http://www.pa.org.za/person/yola-yuchricia-nase-bhebhe/,,,,za.org.pa.www/core_person/5046,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/5046
Mjuza,Yolinda Khunjulwa,Yolinda Khunjulwa Mjuza,http://www.pa.org.za/person/yolinda-khunjulwa-mjuza/,,,,za.org.pa.www/core_person/8346,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/8346
Maqhashalala,Yolisa Agricolina,Yolisa Agricolina Maqhashalala,http://www.pa.org.za/person/yolisa-agricolina-maqhashalala/,,,,za.org.pa.www/core_person/4077,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/4077
Hlongwane,Yolisa Linda,Yolisa Linda Hlongwane,http://www.pa.org.za/person/yolisa-linda-hlongwane/,,,,za.org.pa.www/core_person/7526,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/7526
Nakani,Yoliswa Felicia,Yoliswa Felicia Nakani,http://www.pa.org.za/person/yoliswa-felicia-nakani/,,,,za.org.pa.www/core_person/4119,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/4119
Mhlathi,Yoliswa Grissel,Yoliswa Grissel Mhlathi,http://www.pa.org.za/person/yoliswa-grissel-mhlathi/,,,,za.org.pa.www/core_person/9185,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/9185
Zwakala,Yongama,Yongama Zwakala,http://www.pa.org.za/person/yongama-zwakala/,,,,za.org.pa.www/core_person/4772,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/4772
Vawda,Younus Cassim,Younus Cassim Vawda,http://www.pa.org.za/person/younus-cassim-vawda/,,,,za.org.pa.www/core_person/7152,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/7152
Dayimana,Yoweli,Yoweli Dayimana,http://www.pa.org.za/person/yoweli-dayimana/,,,,za.org.pa.www/core_person/5212,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/5212
Lili,Yumani Frederick,Yumani Frederick Lili,http://www.pa.org.za/person/yumani-frederick-lili/,,,,za.org.pa.www/core_person/8395,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/8395
Carrim,Yunus Ismail,Yunus Ismail Carrim,http://www.pa.org.za/person/yunus-ismail-carrim/,"Mr Y Carrim holds a Bachelor of Arts Honours and Masters in Sociology from the University of Warwick in England and an International Diploma in Journalism from Darlington College of Technology in England. Mr Carrim was a member of the Executive Committee of Natal Indian Congress, a member of the Executive Council of the United Democratic Front in Pietermaritzburg and a Secretary of the Pietermaritzburg Combined Ratepayers and Residents Association from 1986 to 1990. He served as a Senior Lecturer in Sociology at the University of Natal and also as the Deputy Minister of Cooperative Governance and Traditional Affairs from 2009 to 2013. Mr Carrim is curently the Minister of Communications. Source: ANC (www.anc.org.za) 

Yunus Ismail Carrim's plenary attendance record for Feb-Apr [2013](/file_archive/yunus-ismail-carrim-attendance-2013 ""yunus ismail carrim attendance"") and [2012](/file_archive/yunus-ismail-carrim-attendance-2012 ""yunus ismail carrim attendance"").",,ycarrim@parliament.gov.za,za.org.pa.www/core_person/572,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/572
Cassim,Yusuf,Yusuf Cassim,http://www.pa.org.za/person/yusuf-cassim/,,,,za.org.pa.www/core_person/6240,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/6240
Duma,Yvonne Lindiwe,Yvonne Lindiwe Duma,http://www.pa.org.za/person/yvonne-lindiwe-duma/,,,,za.org.pa.www/core_person/7770,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/7770
Mentoor,Yvonne,Yvonne Mentoor,http://www.pa.org.za/person/yvonne-mentoor/,,,,za.org.pa.www/core_person/4994,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/4994
Phosa,Yvonne Nkwenkwezi,Yvonne Nkwenkwezi Phosa,http://www.pa.org.za/person/yvonne-nkwenkwezi-phosa/,,,,za.org.pa.www/core_person/4196,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/4196
Kgatlhane,Yvonne Pauline Mositli,Yvonne Pauline Mositli Kgatlhane,http://www.pa.org.za/person/yvonne-pauline-mositli-kgatlhane/,,,,za.org.pa.www/core_person/5325,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/5325
Swartz,Yvonne Rosäline,Yvonne Rosäline Swartz,http://www.pa.org.za/person/yvonne-ros%C3%A4line-swartz/,,,,za.org.pa.www/core_person/4979,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/4979
Franse,Yvonne Willemina,Yvonne Willemina Franse,http://www.pa.org.za/person/yvonne-willemina-franse/,,,,za.org.pa.www/core_person/8850,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/8850
Ngomane,Zacaria Vusi,Zacaria Vusi Ngomane,http://www.pa.org.za/person/zacaria-vusi-ngomane/,,,,za.org.pa.www/core_person/9143,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/9143
Zungu,Zacharia Bongani,Zacharia Bongani Zungu,http://www.pa.org.za/person/zacharia-bongani-zungu/,,,,za.org.pa.www/core_person/8259,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/8259
Ngwepe,Zachariah Tlou,Zachariah Tlou Ngwepe,http://www.pa.org.za/person/zachariah-tlou-ngwepe/,,,,za.org.pa.www/core_person/6578,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/6578
Khoza,Zacharia Isaac,Zacharia Isaac Khoza,http://www.pa.org.za/person/zacharia-isaac-khoza/,,,,za.org.pa.www/core_person/5373,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/5373
Besie,Zacharia Mongameli,Zacharia Mongameli Besie,http://www.pa.org.za/person/zacharia-mongameli-besie/,,,,za.org.pa.www/core_person/6880,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/6880
Wahab,Zahida,Zahida Wahab,http://www.pa.org.za/person/zahida-wahab/,,,,za.org.pa.www/core_person/7473,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/7473
Mgxashi,Zakade Petros,Zakade Petros Mgxashi,http://www.pa.org.za/person/zakade-petros-mgxashi/,,,,za.org.pa.www/core_person/5567,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/5567
Mbhele,Zakhele Njabulo,Zakhele Njabulo Mbhele,http://www.pa.org.za/person/zakhele-njabulo-mbhele/,,,,za.org.pa.www/core_person/6395,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/6395
